Root Domain,company,Image Url 1,Link to Product Page,Sentence1,Sentence2,Model Number,job titles,Contact Email,Response
hdt-electronic.com,HDT – Hoover Dam Technology,https://www.hdt-electronic.com/site/assets/files/1372/hdt-510-pat-koffer-kat.400x300.jpg,https://www.hdt-electronic.com/en/products/,I was browsing through your site and came across one of your products: professional voltage testers,"That comes with a case with foam inserts, right?",,owner,info@hdt-electronic.com,info@hdt-electronic.com
usbkill.com,USB Kill,https://usbkill.com/cdn/shop/products/USBKill-Standalone-V4-Professional_a21493df-909d-4825-91ed-275d610a6377_1200x1200.png?v=1600175502,https://usbkill.com/products/usbkill-v4,I was browsing through your site and came across one of your products: usbkill v4,"That comes with an aluminum case and foam inserts, right?",,owner,support@usbkill.com,support@usbkill.com
kvhipot.com,KV Hipot Power Equipment,https://kvhipot.com/wp-content/uploads/2023/05/VLF-Testers_.jpg,https://kvhipot.com/,I was browsing through your site and came across one of your products: na,"That comes with a case with foam inserts, right?",,owner,info@kvhipot.com,info@kvhipot.com
adiradh.com,Adiradh Energy,https://adiradh.com/?attachment_id=1228,https://adiradh.com/product/battery-impedance-kits/,I was browsing through your site and came across one of your products: battery impedance test system,"That comes with a case with foam inserts, right?","(model number: BITE3, BITE2, BITE2P )",owner,info@adiradh.com,info@adiradh.com
hvil.com,High Voltage Instruments,https://www.hvil.com/wp-content/uploads/2023/03/IMG_0379_WF-1-300x300.jpg,https://www.hvil.com/,I was browsing through your site and came across one of your products: wireless phase comparators,"That comes with a case with foam inserts, right?",,owner,sales@hvil.com,sales@hvil.com
dsetestsolutions.com,DSE Test Solutions,https://dsetestsolutions.com/f/blog/article/552127014e2e705228f153f06e5bc17cf76b3aab.png,https://dsetestsolutions.com/c/cases/test-in-a-suitcase-portable-testers,I was browsing through your site and came across one of your products: test in a suitcase portable testers,"That comes with an ATA case, right?",,owner,dse@dse.dk,dse@dse.dk
homerepairdepot.com,Trade Masters Online,https://homerepairdepot.com/cdn/shop/products/image0_-_Copy__2_-removebg-preview_250x250@2x.png?v=1647067855,https://homerepairdepot.com/collections/all,I was browsing through your site and came across one of your products: rattlesnake tracer,"That comes with a soft-sided case, right?",,owner,Contact email: ContactUs@TradeMastersOnline.com,Contact email: ContactUs@TradeMastersOnline.com
testermalaysia.com,KKInstruments,https://testermalaysia.com/media/djcatalog2/images/category/0/earth-clamp-meters_f.jpg,https://testermalaysia.com/index.php/products-mainmenu-32/49-earth-clamp-meters,I was browsing through your site and came across one of your products: sew0017-kkinstruments hardcase big-display digital earth resistance testers,"That comes with a plastic case, right?",(model number: sew0017 ),owner,Sales@meter.com.my,Sales@meter.com.my
windlogger.com,WindLogger,https://www.windlogger.com/cdn/shop/products/WindCranebox_2.jpg?v=1708342648,https://www.windlogger.com/products/windcrane-weather-station-datalogger,I was browsing through your site and came across one of your products: data logger weather station for research and events by windcrane,"That comes with an ATA case, right?",(model number: WINDLogger SC323404 ),owner,shop@logic-energy.com,shop@logic-energy.com
re3d.org,re:3D,https://re3d.org/wp-content/uploads/2023/06/back-cover-touchscreen.png,https://re3d.org/engineering-updates-june-2023/,"I was browsing through your site and came across one of your products: gigabot 4, terabot 4, gigabotx 2","That comes with foam inserts, right?",,owner,info@re3D.org,info@re3D.org
hdhipottester.com,HD Hipot Tester,https://www.hdhipottester.com/wp-content/uploads/2019/01/HDJF-S-Partial-Discharge-Detector-for-Switchgear.jpg,https://www.hdhipottester.com/product/hdjf-s-partial-discharge-detector-for-switchgear/,I was browsing through your site and came across one of your products: hdjf-s partial discharge detector for switchgear,"That comes with a plastic case and foam inserts, right?",,owner,everhappy@foxmail.com,everhappy@foxmail.com
swytchbike.com,Swytch,https://www.swytchbike.com/wp-content/uploads/front-view-air-mount.webp,https://www.swytchbike.com/universal-ebike-conversion-kit/,I was browsing through your site and came across one of your products: swytch ebike conversion kit,"That comes with plastic cases, right?",(model number: Swytch Max Kit 16 ),owner,info@swytchbike.com,info@swytchbike.com
vmaxpowerpv.com,"Beijing Multifit Electrical Technology Co., Ltd.",https://www.vmaxpowerpv.com/uploads/off-grid-Solar-system20kw-1.jpg,https://www.vmaxpowerpv.com/vmaxpower-10kva-pure-sine-wave-inverter-120vac-off-grid-inverter-charging-solar-energy-system-single-phase-10kw-dc-ac-inversor-product/,I was browsing through your site and came across one of your products: off-grid solar power system,"That comes with a wood case, right?",(model number: MU-SPS20KW ),owner,admin@multifitele.com,admin@multifitele.com
hybridps.ca,Hybrid Power Solutions,https://hybridps.ca/cdn/shop/files/BPE_front_transp.png?v=1718202699,https://hybridps.ca/products/batt-pack-energy-solar-generator,I was browsing through your site and came across one of your products: batt pack energy,"That comes with a plastic case, right?",(model number: 3kW ),owner,info@hybridps.ca,info@hybridps.ca
3reality.com,ThirdReality,https://3reality.com/wp-content/uploads/2024/03/1-10.jpg,https://3reality.com/product/remote-plus-v2/,I was browsing through your site and came across one of your products: remote plus v2,"That comes with silicone skins, right?",,owner,support@3reality.com,support@3reality.com
beulco.com,BEULCO,https://www.beulco.com/fileadmin/beulco_water/produkte_water/J/desinfektionsbox.png,https://www.beulco.com/business-areas/beulco-water/beulco-service/building-disinfection/,I was browsing through your site and came across one of your products: disinfection system,"That comes with a plastic case, right?",,owner,info@beulco.de,info@beulco.de
solar-mems.com,Solar MEMS Technologies,https://solar-mems.com/wp-content/uploads/2023/12/SCOE-SALA-2-900x900.jpg,https://solar-mems.com/testing/scoe/,I was browsing through your site and came across one of your products: scoe,"That comes with ATA case, right?",,owner,smt@solar-mems.com,smt@solar-mems.com
siliconsolar.com,Innovative Solar Solutions,https://www.siliconsolar.com/wp-content/uploads/2019/07/350w-portable-solar-power-system-01__94627.1562339822.500.750-300x300-1-1200x900.jpg,https://www.siliconsolar.com/product/350w-portable-solar-power-system/,I was browsing through your site and came across one of your products: 350w portable solar power system,"That comes with a plastic case, right?",(model number: TruPower-350W-ACDC ),owner,info@siliconsolar.com,info@siliconsolar.com
hielscher.com,Hielscher Ultrasonics,https://www.hielscher.com/wp-content/uploads/2013/03/up200s_case_p1000.jpg,https://www.hielscher.com/200s_p.htm,"I was browsing through your site and came across one of your products: up200h, up200s","That comes with foam inserts, right?","(model number: up200h, up200s )",owner,info@hielscher.com,info@hielscher.com
verlume.world,Verlume,https://verlume.world/wp-content/uploads/2020/01/Charge-scaled.jpg,https://verlume.world/ocean-news-and-technology-article-delivering-reliable-power-offshore-through-battery-packs/media/,I was browsing through your site and came across one of your products: charge,"That comes with an integration case, right?",,owner,info@verlume.world,info@verlume.world
huichuangenergy.com,Guangdong Huichuang New Energy,https://huichuangenergy.com/wp-content/uploads/2023/06/HC3000-1.jpg,https://huichuangenergy.com/portable-power-station/hc3000/,I was browsing through your site and came across one of your products: portable battery,"That comes with a plastic case, right?",(model number: HC3000 ),owner,sales@boruibattery.com,sales@boruibattery.com
stamping-welding.com,Apollo Stamping Welding,https://www.stamping-welding.com/uploads/202322194/prismatic-cell-aluminum-case858b2dda-b56b-4b8f-ab9f-aa7dfe83ac40.jpg,https://www.stamping-welding.com/metal-welding-part/aluminum-welding-part/prismatic-cell-aluminum-case.html,I was browsing through your site and came across one of your products: prismatic cell aluminum case,"That comes with aluminum cases, right?",,owner,tina@stamping-welding.com,tina@stamping-welding.com
besen-group.com,Besen Group,https://www.besen-group.com/wp-content/uploads/2025/03/besen-international-group-co-ltd-pcd050-51.jpg,https://www.besen-group.com/products/portable-ev-charger/pcd050/,I was browsing through your site and came across one of your products: besen pcd050 portable ev charger,"That comes with a soft-sided case, right?",(model number: PCD050 ),owner,info@besen-group.com,info@besen-group.com
iocharger.com,Xiamen Galaxy Camphol Technology,https://www.iocharger.com/wp-content/uploads/2023/06/EV-charger.png,https://www.iocharger.com/highlights-of-iocharger-at-the-evs36-in-2023/,I was browsing through your site and came across one of your products: iocharger ev charger,"That comes with a case with foam inserts, right?","(model number: IOCAH10, IOCAH15 )",owner,sales@iocharger.com,sales@iocharger.com
auo.com,AUO,https://auo.com/upload/media/media/News_Archive/20220930_2.jpg,https://auo.com/en-global/New_Archive/detail/news_awards_20220930,I was browsing through your site and came across one of your products: na,"That comes with foam inserts, right?",,owner,auo@auo.com,auo@auo.com
marinediagnostictools.com,Marine Diagnostic Tools,https://marinediagnostictools.com/cdn/shop/products/TexaCase_1000x1000.jpg?v=1664906208,https://marinediagnostictools.com/products/marine-powersports-empty-cable-case-3910306,I was browsing through your site and came across one of your products: texa marine empty cable case,"That comes with a case with foam inserts, right?",(model number: 3910306 ),owner,sales@marinediagnostictools.com,sales@marinediagnostictools.com
axiomtoolco.com,Axiom Tool Co.,http://axiomtoolco.com/cdn/shop/files/Light-Nano-package.png?v=1737582620,https://axiomtoolco.com/products/texa-axone-nemo-light-w-nano-s-car-package,I was browsing through your site and came across one of your products: texa axone nemo light car with nano s diagnostic package,"That comes with a plastic case, right?","(model number: P16910, D08663 )",owner,sales@axiomtoolco.com,sales@axiomtoolco.com
4btengines.com,Big Bear Engine Company,https://www.4btengines.com/wp-content/uploads/2018/09/4BT-Inventory-7.jpg,https://www.4btengines.com/new-engines/cummins-4bt/,I was browsing through your site and came across one of your products: cummins 4bt engines,"That comes with wood cases, right?",(model number: 3.9 l ),owner,sales@4btengines.com,sales@4btengines.com
drdieseltech.com,Dr Diesel Technologies,https://www.drdieseltech.com/wp-content/uploads/2021/08/DDTS_KT01M001-scaled.jpg,https://www.drdieseltech.com/marine.html,"I was browsing through your site and came across one of your products: diagnostic unit, engine","That comes with a case with foam inserts, right?",(model number: DDTS-KT01M ),owner,customersupport@drdieseltech.com,customersupport@drdieseltech.com
teaguecustommarine.com,Teague Custom Marine,https://teaguecustommarine.com/media/catalog/product/cache/716218a2a2a423ce6d568c2041465f8a/c/a/case3.jpg,https://teaguecustommarine.com/hd-prop-case-19-high-impact-polyethylene,I was browsing through your site and came across one of your products: tcm 825 efi,"That comes with ATA case, right?",,owner,Matt@teaguecustommarine.com,Matt@teaguecustommarine.com
itwgse.com,ITW GSE,https://itwgse.com/wp-content/uploads/2018/03/BLCK9063_low.png,https://itwgse.com/products/aircraft-cables/cable-and-connector-inspection-test-kit/,I was browsing through your site and came across one of your products: cable & connector inspection test kit,"That comes with a case with foam inserts, right?",(model number: JBCK-6 ),owner,support@itwgse.com,support@itwgse.com
redboxaviation.com,Red Box Aviation,https://www.redboxaviation.com/wp-content/uploads/2019/09/TAH-Case-isolated.jpg,https://www.redboxaviation.com/tah-case-isolated/,I was browsing through your site and came across one of your products: tah-case-isolated,"That comes with foam inserts, right?",,owner,enquiries@lpa-connect.com,enquiries@lpa-connect.com
start-stick.com,StartStick,https://www.start-stick.com/wp-content/uploads/2023/08/0Z3A64101.png,https://www.start-stick.com/product/startstick-hardcase/,I was browsing through your site and came across one of your products: startstick hardcase,"That comes with a plastic case and foam inserts, right?",(model number: 100232 ),owner,info@start-stick.com,info@start-stick.com
powervamp.com,Powervamp,https://www.powervamp.com/wp-content/uploads/2018/11/TB1224HDD-Back.jpg,https://www.powervamp.com/products/battery-jump-start-packs/tb1224hdd/,I was browsing through your site and came across one of your products: tb1224hdd 12/24v jump start pack,"That comes with an aluminum case, right?",(model number: TB1224HDD ),owner,sales@powervamp.com,sales@powervamp.com
electroair.eu,ElectroAir,https://electroair.eu/static/IMG_9991-600x400.jpg,https://electroair.eu/how-to-choose-ground-power-units/,I was browsing through your site and came across one of your products: apa-65 diesel ground power unit,"That comes with a plastic case, right?",,owner,info@electroair.eu,info@electroair.eu
nooutage.com,NoOutage,https://www.nooutage.com/images/Avtron-2600.jpg,https://www.nooutage.com/2600.htm,I was browsing through your site and came across one of your products: avtron 2600 load bank,"That comes with an aluminum case, right?",(model number: 2600 ),owner,contact@nooutage.com,contact@nooutage.com
maridis.de,Maridis GmbH,https://www.maridis.de/assets/images/e/marprime_maridis_suitcase-2179b6da.jpg,https://www.maridis.de/en/mobile-devices/marprime-marprime-ultra.html,I was browsing through your site and came across one of your products: marprime ultra,"That comes with foam inserts, right?",,owner,info@maridis.de,info@maridis.de
candoopro.com,CANDooPro,https://candoopro.com/images/large_case.jpg,https://candoopro.com/index.php?main_page=product_info&products_id=36,I was browsing through your site and came across one of your products: large plastic case,"That comes with a plastic case, right?",(model number: 6611 ),owner,sales@candoopro.com,sales@candoopro.com
theoretica.us,Theoretica Applied Physics,https://www.theoretica.us/bacch4mac/img/B4MFlightCase.jpg,https://www.theoretica.us/bacch4mac/,I was browsing through your site and came across one of your products: bacch4mac,"That comes with an aluminum case and foam inserts, right?",,owner,info@theoretica.us,info@theoretica.us
sonicpresence.com,SonicPresence,https://www.sonicpresence.com/cdn/shop/products/BoxOpened_1024x840.jpg?v=1659026934,https://www.sonicpresence.com/products/sonic-presence-xlr,I was browsing through your site and came across one of your products: sp15xlr,"That comes with foam inserts, right?",(model number: sp15 xlr ),owner,your@email.com,your@email.com
zylia.co,ZYLIA,https://www.zylia.co/web/image/product.template/521/image_1024?unique=fef8f79,https://www.zylia.co/shop/suitcase-for-zm-1-microphone-suitcase-for-zm-1-microphone-521,I was browsing through your site and came across one of your products: suitcase for zm-1 microphone,"That comes with a plastic case, right?",,owner,contact@zylia.co,contact@zylia.co
mahle-aftermarket.com,MAHLE Aftermarket,https://www.mahle-aftermarket.com/media/local-media-north-america/images/mss-images/family-with-next-gen-and-grey-and-techpro-on-white-revised-rgb_teaser_image_66.jpg,https://www.mahle-aftermarket.com/na/en/,"I was browsing through your site and came across one of your products: mahle gaskets, engine bearings, turbochargers, thermostats, pistons, piston rings, valves, engine air and fluid filters, heavy-duty engine components, rotating electric components, shop tools and equipment","That comes with a case with foam inserts, right?",,owner,marketing.comunicacion@ar.mahle.com,marketing.comunicacion@ar.mahle.com
hennesseyspecialvehicles.com,Hennessey Special Vehicles,https://www.hennesseyspecialvehicles.com/wp-content/uploads/2023/01/HPE_1805.webp,https://www.hennesseyspecialvehicles.com/lifestyle/,I was browsing through your site and came across one of your products: venom f5,"That comes with an aluminum case, right?",,owner,info@hennesseyspecialvehicles.com,info@hennesseyspecialvehicles.com
futabausa.com,Futaba USA,https://futabausa.com/wp-content/uploads/2019/07/UBB1178.jpg,https://futabausa.com/product/ubb1178/,I was browsing through your site and came across one of your products: 18mz carrying case,"That comes with aluminum case, right?",(model number: ubb1178 ),owner,contactus@futabausa.com,contactus@futabausa.com
scorpionsystem.com,Scorpion Power System,https://www.scorpionsystem.com/files/Iphone%206%20Case-Pre%20Order(1).jpg,https://www.scorpionsystem.com/news/iP6_case/,I was browsing through your site and came across one of your products: scorpion iphone 6 case,"That comes with silicone skin, right?",(model number: iphone 6 case ),owner,support@spihk.com,support@spihk.com
racebeat.net,Race Beat,https://www.racebeat.net/cdn/shop/files/vbox-video-hd2-plastic-carry-case-accessories-record-893_2048x.webp?v=1699330389,https://www.racebeat.net/products/vbox-video-hd2-plastic-carry-case,I was browsing through your site and came across one of your products: vbox video hd2 plastic carry case,"That comes with foam inserts, right?",(model number: vbox video hd2 ),owner,info@racebeat.net,info@racebeat.net
coolperformance.com,Cool Performance,https://coolperformance.com/cdn/shop/products/LM-PS-Steering-Wheel-Cool-Performance-Racing-Simulators-5.png?v=1675212349&width=2468,https://coolperformance.com/products/lm-ps-steering-wheel,I was browsing through your site and came across one of your products: lm-ps steering wheel,"That comes with foam inserts, right?",(model number: lm-ps ),owner,info@coolperformance.com,info@coolperformance.com
mru.eu,MRU Messgeräte,https://www.mru.eu/fileadmin/_processed_/c/4/csm_FSM_ges_gross_neu_0941b2087b.png,https://www.mru.eu/en/products/detail/particulate-matter-measurement-fsm/,I was browsing through your site and came across one of your products: fsm particulate matter measurement,"That comes with an aluminum case, right?",,owner,info@mru.de,info@mru.de
labtech-me.com,Testo,https://labtech-me.com/image/cache/catalog/EXTECH%20PRODUCTS/CA500-500x500.png,https://labtech-me.com/index.php?route=product/product&product_id=509,I was browsing through your site and came across one of your products: extech ca500 medium carrying case,"That comes with a cut and sew bag, right?",(model number: ca500 ),owner,donate@opencart.com,donate@opencart.com
im-abgasmesstechnik.de,IM GmbH,https://www.im-abgasmesstechnik.de/storage/images/image?remote=https%3A%2F%2Fwww.im-abgasmesstechnik.de%2FWebRoot%2FStore10%2FShops%2F64884391%2F66D5%2F71B6%2F7E14%2F2634%2FBD7B%2F0A0C%2F6D11%2F0BAD%2FIM1120F-Koffer-w2000px.jpg&shop=64884391&width=600&height=2560,https://www.im-abgasmesstechnik.de/en/p/im-1120f-co-exhaust-gas-analyser-for-forklift-trucks,I was browsing through your site and came across one of your products: im 1120f co exhaust gas analyzer for forklifts,"That comes with foam inserts, right?",(model number: 1120F ),owner,info@im-abgasmesstechnik.de,info@im-abgasmesstechnik.de
anseddiagnostics.com,ANSED Diagnostic Solutions,https://www.anseddiagnostics.com/cdn/shop/files/Screenshot2023-07-11at11.06.51AM_1_300x300.png?v=1689088114,https://www.anseddiagnostics.com/products/automotive-exhaust-gas-analyzer-ansed-kane-ega5,I was browsing through your site and came across one of your products: automotive exhaust gas analyzer,"That comes with a soft-sided case, right?",(model number: kane-ega5 ),owner,info@anseddiagnostics.com,info@anseddiagnostics.com
tipl.com,Toshniwal Industries Pvt. Ltd.,https://www.tipl.com/public/stuff/product_image//product_image_10_06_2021_857750414.png,https://www.tipl.com/products,I was browsing through your site and came across one of your products: thermal imaging camera,"That comes with foam inserts, right?",,owner,info@tipl.com,info@tipl.com
gastech.com,Gastech,https://gastech.com/images/accessories/20-0940.jpg,https://gastech.com/accessories-multipro-phd6,I was browsing through your site and came across one of your products: probe extendable s/s 50cm - 180cm,"That comes with foam inserts and a plastic case, right?",(model number: 18101386 ),owner,info@gastech.com,info@gastech.com
controlar.com,Controlar,https://controlar.com/wp-content/uploads/2024/03/image-3.png,https://controlar.com/en/business-units/test-systems/ptcase/,I was browsing through your site and came across one of your products: ptcase,"That comes with an integration case, right?",,owner,info@controlar.com,info@controlar.com
blindspotmonitor.com,OYI Electronic,https://www.blindspotmonitor.com/wp-content/uploads/2022/06/79-01R-packing-box-inner.png,https://www.blindspotmonitor.com/product/blind-spot-detection-system-for-trucks/,I was browsing through your site and came across one of your products: blind spot detection system for trucks,"That comes with foam inserts, right?",,owner,info@blindspotmonitor.com,info@blindspotmonitor.com
ecom.de,ecom GmbH,https://www.ecom.de/wp-content/uploads/2017/08/Koffer-BWH-1-1024x808.png,https://www.ecom.de/en/product/ecom-en3-f/,I was browsing through your site and came across one of your products: ecom-en3-f abgasanalysegerät,"That comes with plastic case, right?",,owner,info@ecom.de,info@ecom.de
testo-direct.ca,Testo,https://www.testo-direct.ca/images/products/cache/testo/0563_0007/main-wide/testo-0563-0007-smart-probes-hvac-r-complete-kit.jpg,https://www.testo-direct.ca/product/testo-0563-0007-smart-probes-hvac-r-complete-kit,I was browsing through your site and came across one of your products: testo 0563 0007 smart probes hvac/r complete kit,"That comes with foam inserts, right?",(model number: 0563 0007 ),owner,information@ITM.com,information@ITM.com
solutions.covestro.com,Covestro,https://solutions.covestro.com/-/media/covestro/solution-center/case-study/images/torras-phone-case.jpg?rev=e7cc4301d0134171a1054a9e99a5c1fa&hash=E4173D12AAC1CA8B58613491E8A841E2,https://solutions.covestro.com/en/highlights/articles/cases/2022/desmopan-more-sustainable-tpu-phone-cases,I was browsing through your site and came across one of your products: desmopan® cq ec mb,"That comes with silicone skins, right?",,owner,contact@covestro.com,contact@covestro.com
transtector.com,Transtector,https://www.transtector.com/Content/Images/Product/Large/TEBPC121006-1HF_500x500_View1.jpg,https://www.transtector.com/12x10x06-polycarbonate-weatherproof-outdoor-ip24-nema-3r-tebpc121006-1hf,I was browsing through your site and came across one of your products: 12x10x06 polycarbonate weatherproof outdoor ip24 nema 3r enclosure,"That comes with integration cases, right?",(model number: TEBPC121006-1HF ),owner,sales@transtector.com,sales@transtector.com
digiteqautomotive.com,Digiteq Automotive,https://www.digiteqautomotive.com/sites/default/files/styles/large/public/2025-01/_DSC2310_jpg_max_enlarged_shadow_removed-min.jpg.webp?itok=16b5hGgi,https://www.digiteqautomotive.com/en/products/test-benches/mod-test-suitcase,I was browsing through your site and came across one of your products: mod test suitcase,"That comes with an ATA case, right?",,owner,info@digiteqautomotive.com,info@digiteqautomotive.com
areus.de,Areus GmbH,https://www.areus.de/wp-content/uploads/2021/01/20190308_MTB-Mobil_Instagram4-1024x1024.jpg,https://www.areus.de/en/test-and-measurement-technology-for-the-home-office/,"I was browsing through your site and came across one of your products: areus test cube – atc, areus test cube – dtc testing, automatic testbench – atb, audiobox – aab, usb automation board, areubox","That comes with ATA case, right?",,owner,info@areus.de,info@areus.de
houston-radar.com,Houston Radar,https://houston-radar.com/wp-content/uploads/2020/10/Armadillo-Case-Front.jpg,https://houston-radar.com/products/radar-data-collectors/armadillo-crossfire-multilane-traffic-collector/,I was browsing through your site and came across one of your products: armadillo crossfire multilane traffic collector,"That comes with a plastic case, right?",,owner,info@houston-radar.com,info@houston-radar.com
trafficlogix.com,Traffic Logix,https://trafficlogix.com/wp-content/uploads/2023/06/JANC7526-scaled.jpg,https://trafficlogix.com/intersection-data-collector/,I was browsing through your site and came across one of your products: traffic pulse ai,"That comes with foam inserts, right?",,owner,,
seeworldgps.com,Seeworld GPS,https://www.seeworldgps.com/wp-content/uploads/2023/09/W18L-4-350x350.jpg,https://www.seeworldgps.com/product/,I was browsing through your site and came across one of your products: w18l – 4g wireless gps tracker with temperature monitoring,"That comes with a plastic case, right?",(model number: w18l ),owner,sales01@seeworld.com,sales01@seeworld.com
pocketfinder.com,"Location Based Technologies, Inc.",https://pocketfinder.com/wp-content/uploads/2021/09/Untitled-design-27.png,https://pocketfinder.com/howitworks/location-based-technologies/,I was browsing through your site and came across one of your products: pocketfinder,"That comes with silicone skin, right?",,owner,customerservice@pocketfinder.com,customerservice@pocketfinder.com
curtmfg.com,CURT,https://www.curtmfg.com/media/catalog/category/1_Towing_Starting_Kits_copy.png,https://www.curtmfg.com/towing-accessories/ball-mounts/starter-kits,I was browsing through your site and came across one of your products: na,"That comes with a case with foam inserts, right?",,owner,accountsreceivable@curtgroup.com,accountsreceivable@curtgroup.com
diamondc.com,Diamond C Trailers,https://www.diamondc.com/wp-content/uploads/2020/03/blog-post-equipment-storage-2.jpg,https://www.diamondc.com/learning-center/options/storage/,I was browsing through your site and came across one of your products: hd v-tongue lid,"That comes with plastic case(s), right?",,owner,contactus@diamondc.com,contactus@diamondc.com
truvelouk.com,Truvelo (UK) Ltd,https://www.truvelouk.com/images/PRODZOOM_299250_mobile_docker_in_peli.jpg,https://www.truvelouk.com/products/products/violation-management-system--vms-,I was browsing through your site and came across one of your products: violation management system (vms),"That comes with foam inserts, right?",(model number: VMS ),owner,info@truvelouk.com,info@truvelouk.com
eelinktech.com,Eelink Communication Technology,https://www.eelinktech.com/wp-content/uploads/2019/01/GPT19-3G-magnet-gps-tracker.webp,https://www.eelinktech.com/gps-tracking-solutions/cellular-asset-tracking/,I was browsing through your site and came across one of your products: gpt19 3g wcdma vehicle asset gps tracker,"That comes with a plastic case, right?",,owner,info@eelinktech.com,info@eelinktech.com
tssco.com,Traffic Safety Supply Company,https://www.tssco.com/wp-content/uploads/2023/05/Overwatch.png,https://www.tssco.com/product/alpha-safenet-portable-overwatch-device/,I was browsing through your site and came across one of your products: alpha safenet portable overwatch device,"That comes with an ATA case, right?",,owner,info@tssco.com,info@tssco.com
independent.thinkcar.com,THINKCAR TECH CO. LTD.,https://independent.thinkcar.com/121-large_default/thinktool-mini.jpg,https://independent.thinkcar.com/diy-tools/10-thinktool-mini,I was browsing through your site and came across one of your products: thinktool mini,"That comes with a soft-sided case, right?",(model number: thinktool mini ),owner,support@thinkcar.com,support@thinkcar.com
icomsdetections.com,Quarterhill,https://www.icomsdetections.com/wp-content/uploads/2022/09/TMA-3B3_Boitier-protection-face-Medium.png,https://www.icomsdetections.com/project/tma-3b3-en/,I was browsing through your site and came across one of your products: tma-3b3,"That comes with an ATA case, right?",,owner,info-belgium@quarterhill.com,info-belgium@quarterhill.com
go.family1st.io,Family1st GPS,https://go.family1st.io/cdn/shop/files/Case1_596x_crop_center_3a501f2a-1800-41f9-9b0f-ad509e632590.webp?v=1740509993,https://go.family1st.io/products/weatherproof-magnetic-case-for-portable-gps-tracker,I was browsing through your site and came across one of your products: weatherproof magnetic case for portable gps tracker,"That comes with a plastic case with foam inserts, right?",(model number: Family1st GPS Portable Tracker ),owner,support.gps@family1st.io,support.gps@family1st.io
rewiresecurity.co.uk,Rewire Security,https://www.rewiresecurity.co.uk/wp-content/uploads/2016/08/products-IMG_5414-1.jpg,https://www.rewiresecurity.co.uk/magnetic-weatherproof-gps-tracker-case,I was browsing through your site and came across one of your products: magnetic weatherproof gps tracker case,"That comes with foam inserts, right?",,owner,info@rewiresecurity.co.uk,info@rewiresecurity.co.uk
avltech.com,AvL Technologies,https://avltech.com/wp-content/uploads/elementor/thumbs/2-1.2m-FlyDrive-with-Jim-qt9eyj1497zrjer4ksromupzjnwc8xcbu80jtnm5fk.jpg,https://avltech.com/about-us/,I was browsing through your site and came across one of your products: avl 0614 60cm manual or motorized flyaway compact portable antenna,"That comes with ATA case, right?",(model number: 0614 ),owner,info@avltech.com,info@avltech.com
kingconnect.com,KING,https://kingconnect.com/product_images/uploaded_images/king-3-22-211901-77239.jpg,https://kingconnect.com/king-extend-go-multi-use-portable-cell-signal-booster/,I was browsing through your site and came across one of your products: king extend™ go,"That comes with an EVA case, right?",(model number: KX3000 ),owner,help@kingconnect.com,help@kingconnect.com
aaetechnologiesgroup.com,Applied Acoustics Limited,https://www.aaetechnologiesgroup.com/wp-content/uploads/2024/03/Hydraseis3D-1-scaled.webp,https://www.aaetechnologiesgroup.com/applied-acoustics/products/sub-bottom-profiling/hydraseis/,I was browsing through your site and came across one of your products: easytrak nexus 2,"That comes with a plastic case, right?",(model number: 2692 ),owner,general@appliedacoustics.com,general@appliedacoustics.com
tualcom.com,TUALCOM,https://www.tualcom.com/wp-content/uploads/2024/11/Telemetry-Receiver-Key-471x341_c.webp,https://www.tualcom.com/telemetry-receiver/,I was browsing through your site and came across one of your products: tualrx telemetry receiver,"That comes with a plastic case, right?",,owner,sales@tualcom.com.tr,sales@tualcom.com.tr
celltracktech.com,Cellular Tracking Technologies,https://celltracktech.com/cdn/shop/products/61lklQLAKZL._SL1500_1500x.jpg?v=1677171082,https://celltracktech.com/products/slim-waterproof-latching-case-no-drilling-required,I was browsing through your site and came across one of your products: slim weatherproof latching case,"That comes with a plastic case, right?",,owner,sales@celltracktech.com,sales@celltracktech.com
gtc.co.uk,Global TeleSat Communications,https://gtc.co.uk/cdn/shop/products/peli_case_1200_1024x1024@2x.jpg?v=1655174188,https://gtc.co.uk/products/peli-case-1200,I was browsing through your site and came across one of your products: peli case 1200 with custom foam for satellite phone,"That comes with plastic cases, right?",,owner,info@gtc.co.uk,info@gtc.co.uk
lightbug.io,Lightbug,https://lightbug.io/images/shop/LB-ACC-ZESC.webp,https://lightbug.io/product/lb-acc-zesc/,I was browsing through your site and came across one of your products: lightbug,"That comes with silicone skin, right?",,owner,"my@lightbug.io, email@lightbug.io","my@lightbug.io, email@lightbug.io"
phantom-technologies.com,Phantom Technologies,https://phantom-technologies.com/wp-content/uploads/2021/09/IMSI-Catcher-IMSI400SW.jpg,https://phantom-technologies.com/,I was browsing through your site and came across one of your products: phantom dome 180,"That comes with a plastic case, right?",,owner,info@phantom-technologies.com,info@phantom-technologies.com
envisioneeringinc.com,"Envisioneering, Inc.",https://envisioneeringinc.com/wp-content/uploads/2024/08/Patrol-Mobility_specification-1.png,https://envisioneeringinc.com/patrol-mobility/,I was browsing through your site and came across one of your products: ryvid anthem patrol,"That comes with aluminum cases, right?",(model number: Ryvid Anthem ),owner,info@envisioneeringinc.com,info@envisioneeringinc.com
